,指數,收盤指數,日期,漲跌(+/-),漲跌百分比(%),漲跌點數
55,化學生技醫療類指數,97.92,20190902,<p style ='color:red'>+</p>,0.87,0.84
56,化學生技醫療類指數,97.08,20190830,<p style ='color:red'>+</p>,0.43,0.42
57,化學生技醫療類指數,96.66,20190829,<p style ='color:red'>+</p>,0.50,0.48
58,化學生技醫療類指數,96.18,20190828,<p style ='color:red'>+</p>,0.46,0.44
59,化學生技醫療類指數,95.74,20190827,<p style ='color:green'>-</p>,-0.30,0.29
60,化學生技醫療類指數,96.03,20190826,<p style ='color:green'>-</p>,-0.84,0.81
61,化學生技醫療類指數,96.84,20190823,<p style ='color:green'>-</p>,-0.21,0.20
62,化學生技醫療類指數,97.04,20190822,<p style ='color:green'>-</p>,-0.20,0.19
63,化學生技醫療類指數,97.23,20190821,,--,--
64,化學生技醫療類指數,97.23,20190820,<p style ='color:green'>-</p>,-0.16,0.16
65,化學生技醫療類指數,97.39,20190819,<p style ='color:red'>+</p>,0.34,0.33
66,化學生技醫療類指數,97.06,20190816,<p style ='color:red'>+</p>,0.41,0.4
67,化學生技醫療類指數,96.66,20190815,<p style ='color:green'>-</p>,-0.97,0.95
